,building,day,end,original_time,room,start
2327,DEM,TTh,800,1230-120,002,750
2328,CHL,TTh,860,130-220,101,810
2329,DEN,TTh,800,1230-120,111,750
2330,AND,TTh,740,1130-1220,008,690
2331,SWS,TTh,920,230-320,230,870
2332,THO,TTh,740,1030-1220,125,630
2333,SIG,WF,920,130-320,227,810
2334,SIG,WF,920,130-320,227,810
2335,THO,M,1100,430-620P,101,990
2336,MGH,MW,860,1230-220,254,750
2337,LOW,T,1040,230-520,117,870
2338,CMU,MW,920,130-320,230,810
2339,MGH,MTWThF,620,930-1020,282,570
2340,THO,TTh,1040,330-520,215,930
2341,THO,TTh,1040,330-520,215,930
2342,LOW,TTh,1040,330-520,106,930
2343,SMI,W,650,930-1050,109,570
2344,THO,W,740,1030-1220,217,630
2345,THO,T,800,1130-120,331,690
2346,THO,W,1040,330-520,217,930
2347,JHN,T,740,1030-1220,022,630
2348,DEN,M,980,130-420,213,810
2349,PCAR,MW,1040,330-520,297,930
2350,LOW,W,860,1130-220,113,690
2351,SWS,T,980,130-420,036,810
2352,LOW,T,1040,230-520,117,870
2353,THO,Th,800,1230-120,211,750
2354,THO,M,800,1130-120,134,690
2355,LAW,MW,920,130-320,116,810
2356,SIG,MTWTh,800,1230-120,224,750
2357,GWN,MW,740,1030-1220,201,630
2358,SMI,MW,920,130-320,102,810
2359,SAV,TTh,920,130-320,168,810
2360,SMI,TTh,860,1230-220,107,750
2361,SAV,MW,920,130-320,156,810
2362,SMI,TTh,920,130-320,205,810
2363,SAV,MW,920,130-320,136,810
2364,THO,TTh,620,830-1020,125,510
2365,THO,MW,1040,330-520,134,930
2366,THO,MW,1040,330-520,135,930
2367,SAV,MW,920,130-320,164,810
2368,LOW,TTh,1040,330-520,206,930
2369,SIG,TTh,620,830-1020,228,510
2370,MEB,MW,920,130-320,237,810
2371,CMU,TTh,740,1030-1220,B006,630
2372,THO,W,1100,330-620,215,930
2373,SAV,T,1040,330-520,169,930
2374,THO,TTh,920,200-320,134,840
2375,SMI,T,980,130-420,111,810
2376,THO,MW,1040,330-520,135,930
2377,SMI,T,800,1230-120,109,750
2378,THO,Th,1040,230-520,217,870
2379,THO,M,800,1230-120,215,750
2380,SIG,TTh,620,830-1020,228,510
2381,MEB,W,1040,230-520,250,870
2382,MEB,MW,920,130-320,237,810
2383,CMU,TTh,740,1030-1220,B006,630
2384,THO,MW,620,830-1020,125,510
2385,MEB,TTh,800,1130-120,248,690
2386,SMI,MW,920,130-320,205,810
2387,MGH,TTh,740,1030-1220,231,630
2388,LOW,WF,920,130-320,101,810
2389,LOW,WF,920,130-320,101,810
2390,CMU,TTh,860,1230-220,230,750
2391,THO,MW,860,1230-220,135,750
2392,SMI,ThF,980,230-420,305,870
2393,SMI,MW,980,230-420,404,870
2394,AND,MW,980,230-420,008,870
2395,THO,MW,860,1230-220,135,750
2396,THO,Th,860,1130-220,217,690
2397,SMI,ThF,980,230-420,305,870
2398,BAG,TTh,860,100-220,154,780
2399,GUG,TTh,800,1130-120,218,690
2400,KNE,TTh,980,230-420,110,870
2401,ARC,F,620,930-1020,G070,570
2402,ARC,F,800,1230-120,G070,750
2403,JHN,F,860,130-220,022,810
2404,SMI,MW,920,130-320,407,810
2405,DEN,MW,980,230-420,259,870
2406,AND,TTh,920,130-320,008,810
2407,KNE,MWF,860,130-220,220,810
2408,THO,TTh,560,830-920,231,510
2409,SWS,TTh,560,830-920,B010,510
2410,CMU,TTh,620,930-1020,230,570
2411,THO,TTh,620,930-1020,135,570
2412,CHL,TTh,680,1030-1120,105,630
2413,CDH,TTh,800,1230-120,115,750
2414,CDH,TTh,920,230-320,139,870
2415,CLK,TTh,920,230-320,316,870
2416,SWS,TTh,980,330-420,B010,930
2417,LOW,TTh,980,330-420,116,930
2418,MGH,MW,680,1000-1120,241,600
2419,MGH,TTh,620,930-1020,287,570
2420,MGH,TTh,680,1030-1120,287,630
2421,MGH,TTh,740,1130-1220,287,690
2422,MGH,TTh,800,1230-120,287,750
2423,BAG,MWF,620,930-1020,131,570
2424,SMI,Th,560,830-920,107,510
2425,SAV,Th,560,830-920,130,510
2426,SMI,Th,620,930-1020,311,570
2427,SMI,Th,680,1030-1120,311,630
2428,MLR,Th,740,1130-1220,301,690
2429,ART,Th,740,1130-1220,006,690
2430,MEB,Th,800,1230-120,234,750
2431,SMI,Th,800,1230-120,309,750
2432,THO,TTh,590,830-950,101,510
2433,BLD,F,560,830-920,286,510
2434,BLD,F,620,930-1020,286,570
2435,BLD,F,680,1030-1120,392,630
2436,BLD,F,740,1130-1220,392,690
2437,SAV,TTh,770,1130-1250,260,690
2438,SMI,F,560,830-920,313,510
2439,SMI,F,620,930-1020,313,570
2440,THO,F,680,1030-1120,335,630
2441,MEB,F,740,1130-1220,234,690
2442,MEB,F,740,1130-1220,237,690
2443,LOW,F,800,1230-120,219,750
2444,BAG,TTh,620,830-1020,154,510
2445,THO,W,560,830-920,325,510
2446,THO,W,620,930-1020,325,570
2447,THO,W,680,1030-1120,325,630
2448,SAV,MW,740,1030-1220,166,630
2449,MGH,TTh,740,1030-1220,231,630
2450,JHN,TTh,770,1130-1250,102,690
2451,BLD,F,560,830-920,392,510
2452,BLD,F,620,930-1020,392,570
2453,CHL,F,680,1030-1120,101,630
2454,CHL,F,740,1130-1220,101,690
2455,DEM,F,740,1130-1220,124,690
2456,DEM,F,800,1230-120,124,750
2457,THO,W,620,930-1020,135,570
2458,SAV,TTh,920,130-320,156,810
2459,GUG,MW,980,230-420,204,870
2460,EEB,MW,740,1030-1220,042,630
2461,SMI,Th,920,1230-320,M261,750
2462,LOW,TTh,980,230-420,111,870
2463,MGH,MTWThF,680,1030-1120,234,630
2464,MGH,MTWThF,740,1130-1220,228,690
2465,MGH,MTWThF,800,1230-120,228,750
2466,MGH,MTWThF,860,130-220,228,810
2467,MGH,MTWThF,620,930-1020,234,570
2468,MGH,MTWThF,560,830-920,228,510
2469,GUG,MWF,920,230-320,220,870
2470,CHL,TTh,560,830-920,101,510
2471,CDH,TTh,620,930-1020,115,570
2472,CHL,TTh,620,930-1020,101,570
2473,THO,TTh,680,1030-1120,135,630
2474,THO,TTh,680,1030-1120,119,630
2475,SAV,TTh,740,1130-1220,136,690
2476,MUE,TTh,740,1130-1220,153,690
2477,MEB,TTh,860,130-220,251,810
2478,CLK,TTh,920,230-320,219,870
2479,KNE,MWF,560,830-920,110,510
2480,ARC,Th,620,930-1020,160,570
2481,THO,Th,680,1030-1120,334,630
2482,SMI,Th,740,1130-1220,311,690
2483,THO,Th,800,1230-120,125,750
2484,JHN,Th,800,1230-120,075,750
2485,GUG,Th,920,230-320,218,870
2486,THO,Th,920,230-320,125,870
2487,SAV,Th,980,330-420,137,930
2488,GWN,MWF,800,1230-120,201,750
2489,LOW,Th,560,830-920,117,510
2490,LOW,Th,620,930-1020,220,570
2491,PCAR,Th,680,1030-1120,297,630
2492,SAV,Th,740,1130-1220,139,690
2493,SMI,MWF,860,130-220,405,810
2494,ARC,TTh,620,830-1020,G070,510
2495,MGH,MW,740,1030-1220,231,630
2496,SAV,TTh,860,1230-220,138,750
2497,CLK,MWF,860,100-220,219,780
2498,ART,TTh,740,1030-1220,317,630
2499,MGH,TTh,620,830-1020,284,510
2500,ARC,TTh,620,830-1020,G070,510
2501,ARC,TTh,620,830-1020,G070,510
2502,ART,TTh,860,1230-220,004,750
2503,MGH,MW,740,1030-1220,231,630
2504,SAV,TTh,860,100-220,264,780
2505,DEN,MW,1010,330-450,212,930
2506,ART,TTh,740,1030-1220,317,630
2507,SAV,T,1070,330-550,164,930
2508,SAV,T,1070,330-550,164,930
2509,SAV,W,1070,330-550,167,930
2510,SAV,W,1070,330-550,167,930
2511,SAV,Th,1070,330-550,139,930
2512,SAV,Th,1070,330-550,139,930
2513,SAV,Th,1070,330-550,168,930
2514,SAV,Th,1070,330-550,168,930
2515,PBB,M,980,100-420,374,780
2516,JHN,F,1040,330-520,075,930
2517,SAV,T,920,230-320,139,870
2518,THO,TTh,920,130-320,119,810
2519,BAG,MWF,800,1230-120,154,750
2520,ICT,MTWThF,680,1030-1120,226,630
2521,ICT,MTWThF,740,1130-1220,226,690
2522,EEB,MWF,800,1230-120,105,750
2523,CDH,TTh,680,1030-1120,101,630
2524,CDH,TTh,740,1130-1220,101,690
2525,CDH,TTh,680,1030-1120,105,630
2526,CDH,TTh,740,1130-1220,105,690
2527,EEB,MWF,860,130-220,105,810
2528,CDH,TTh,800,1230-120,101,750
2529,CDH,TTh,860,130-220,101,810
2530,CDH,TTh,800,1230-120,105,750
2531,CDH,TTh,860,130-220,105,810
2532,KNE,MWF,980,330-420,210,930
2533,CDH,TTh,920,230-320,101,870
2534,CDH,TTh,980,330-420,101,930
2535,CDH,TTh,920,230-320,105,870
2536,CDH,TTh,980,330-420,105,930
2537,MGH,MWF,620,930-1020,389,570
2538,THO,TTh,560,830-920,325,510
2539,THO,TTh,620,930-1020,325,570
2540,SIG,TTh,560,830-920,227,510
2541,SIG,TTh,620,930-1020,227,570
2542,AND,MWF,680,1030-1120,223,630
2543,THO,TTh,680,1030-1120,325,630
2544,THO,TTh,740,1130-1220,325,690
2545,SIG,TTh,680,1030-1120,227,630
2546,SIG,TTh,740,1130-1220,227,690
2547,AND,MWF,740,1130-1220,223,690
2548,THO,TTh,800,1230-120,325,750
2549,THO,TTh,860,130-220,325,810
2550,SIG,TTh,800,1230-120,227,750
2551,SIG,TTh,860,130-220,227,810
2552,FSH,MWF,560,830-920,102,510
2553,CDH,T,590,830-950,128,510
2554,CDH,T,680,1000-1120,128,600
2555,CDH,T,590,830-950,135,510
2556,CDH,T,680,1000-1120,110B,600
2557,FSH,MWF,620,930-1020,102,570
2558,BNS,T,680,1000-1120,115,600
2559,BNS,T,590,830-950,115,510
2560,MAR,T,680,1000-1120,168,600
2561,MAR,T,590,830-950,168,510
2562,MLR,MWF,680,1030-1120,301,630
2563,CDH,T,770,1130-1250,128,690
2564,CDH,T,860,100-220,128,780
2565,DEN,T,770,1130-1250,258,690
2566,DEN,T,860,100-220,213,780
2567,MLR,MWF,740,1130-1220,301,690
2568,BNS,T,770,1130-1250,115,690
2569,BNS,T,860,100-220,115,780
2570,MAR,T,770,1130-1250,168,690
2571,MAR,T,860,100-220,168,780
2572,KNE,MWF,800,1230-120,210,750
2573,LOW,T,830,1230-150,217,750
2574,LOW,T,920,200-320,217,840
2575,LOW,T,830,1230-150,219,750
2576,LOW,T,920,200-320,219,840
2577,THO,MWF,920,230-320,101,870
2578,CDH,T,950,230-350,128,870
2579,CDH,T,1040,400-520,128,960
2580,MEB,T,950,230-350,235,870
2581,MEB,T,1040,400-520,235,960
2582,THO,MWF,980,330-420,101,930
2583,BNS,T,950,230-350,115,870
2584,BNS,T,1040,400-520,115,960
2585,MAR,T,950,230-350,168,870
2586,MAR,T,1040,400-520,168,960
2587,BAG,T,1070,430-550P,131,990
2588,CDH,MWF,560,830-920,109,510
2589,LOW,T,560,830-920,217,510
2590,LOW,T,620,930-1020,217,570
2591,LOW,T,560,830-920,219,510
2592,LOW,T,620,930-1020,219,570
2593,CDH,MWF,620,930-1020,109,570
2594,BLD,T,620,930-1020,392,570
2595,BLD,T,560,830-920,392,510
2596,BLD,T,620,930-1020,286,570
2597,BLD,T,560,830-920,286,510
2598,THO,MWF,680,1030-1120,101,630
2599,LOW,T,680,1030-1120,217,630
2600,LOW,T,740,1130-1220,217,690
2601,LOW,T,680,1030-1120,219,630
2602,LOW,T,740,1130-1220,219,690
2603,THO,MWF,740,1130-1220,101,690
2604,BLD,T,740,1130-1220,392,690
2605,BLD,T,680,1030-1120,392,630
2606,BLD,T,740,1130-1220,286,690
2607,BLD,T,680,1030-1120,286,630
2608,BAG,MWF,920,230-320,154,870
2609,LOW,T,980,330-420,217,930
2610,LOW,T,1040,430-520P,217,990
2611,LOW,T,980,330-420,219,930
2612,LOW,T,1040,430-520P,219,990
2613,BAG,MWF,980,330-420,154,930
2614,BLD,T,980,330-420,392,930
2615,BLD,T,1040,430-520P,392,990
2616,BLD,T,980,330-420,286,930
2617,BLD,T,1040,430-520P,286,990
2618,ARC,Th,1190,430-750P,147,990
2619,AND,MWF,560,830-920,223,510
2620,CDH,TTh,560,830-920,101,510
2621,CDH,TTh,620,930-1020,101,570
2622,CDH,TTh,560,830-920,105,510
2623,CDH,TTh,620,930-1020,105,570
2624,AND,MWF,620,930-1020,223,570
2625,CDH,TTh,560,830-920,125,510
2626,CDH,TTh,620,930-1020,125,570
2627,SMI,TTh,560,830-920,405,510
2628,SMI,TTh,620,930-1020,405,570
2629,SAV,MWF,740,1130-1220,260,690
2630,CDH,TTh,680,1030-1120,125,630
2631,CDH,TTh,740,1130-1220,125,690
2632,SMI,TTh,680,1030-1120,405,630
2633,SMI,TTh,740,1130-1220,405,690
2634,GUG,MWF,800,1230-120,220,750
2635,CDH,TTh,800,1230-120,125,750
2636,CDH,TTh,860,130-220,125,810
2637,SMI,TTh,800,1230-120,405,750
2638,SMI,TTh,860,130-220,405,810
2639,GUG,MWF,860,130-220,220,810
2640,CDH,TTh,920,230-320,125,870
2641,CDH,TTh,980,330-420,125,930
2642,SMI,TTh,920,230-320,405,870
2643,SMI,TTh,980,330-420,405,930
2644,EEB,MWF,920,230-320,105,870
2645,THO,TTh,920,230-320,325,870
2646,THO,TTh,980,330-420,325,930
2647,SIG,TTh,920,230-320,227,870
2648,SIG,TTh,980,330-420,227,930
2649,SMI,Th,1220,430-820P,120,990
2650,MEB,MTWThF,620,930-1020,103,570
2651,MLR,MWF,800,1230-120,316,750
2652,CHL,MWF,860,130-220,015,810
2653,BNS,MWF,1040,430-520P,203,990
2654,DEN,MWF,1040,430-520P,258,990
2655,THO,MWF,560,830-920,119,510
2656,THO,MWF,620,930-1020,119,570
2657,THO,MWF,680,1030-1120,119,630
2658,THO,MWF,740,1130-1220,119,690
2659,THO,MWF,800,1230-120,119,750
2660,THO,MWF,860,130-220,119,810
2661,THO,MWF,920,230-320,119,870
2662,THO,MWF,980,330-420,119,930
2663,THO,MWF,1040,430-520P,119,990
2664,CHL,MWF,560,830-920,015,510
2665,CHL,MWF,620,930-1020,015,570
2666,CHL,MWF,680,1030-1120,015,630
2667,BNS,MWF,920,230-320,117,870
2668,BNS,MWF,980,330-420,117,930
2669,SMI,MWF,560,830-920,105,510
2670,SMI,MWF,620,930-1020,105,570
2671,SMI,MWF,680,1030-1120,105,630
2672,SMI,MWF,740,1130-1220,105,690
2673,SMI,MWF,800,1230-120,105,750
2674,FSH,MWF,980,330-420,102,930
2675,MUE,Th,920,230-320,155,870
2676,MUE,Th,980,330-420,155,930
2677,MUE,Th,1040,430-520P,155,990
2678,EXED,MWF,740,1130-1220,110,690
2679,DEM,T,800,1230-120,126,750
2680,DEM,T,860,130-220,126,810
2681,DEM,T,920,230-320,126,870
2682,EXED,MWF,800,1230-120,110,750
2683,CHL,Th,800,1230-120,015,750
2684,CHL,Th,860,130-220,015,810
2685,CHL,Th,920,230-320,015,870
2686,FSH,MWF,920,230-320,102,870
2687,MUE,T,920,230-320,155,870
2688,SAV,T,980,330-420,156,930
2689,MUE,T,1040,430-520P,155,990
2690,BNS,MWF,560,830-920,117,510
2691,BNS,MWF,620,930-1020,117,570
2692,BNS,MWF,680,1030-1120,117,630
2693,BNS,MWF,740,1130-1220,117,690
2694,BNS,MWF,800,1230-120,117,750
2695,CDH,MWF,560,830-920,110,510
2696,CDH,MWF,620,930-1020,110,570
2697,CDH,MWF,680,1030-1120,110,630
2698,CDH,MWF,740,1130-1220,110,690
2699,CDH,MWF,800,1230-120,110,750
2700,CDH,MWF,860,130-220,110,810
2701,CDH,MWF,920,230-320,110,870
2702,CDH,MWF,980,330-420,110,930
2703,LOW,MWF,800,1230-120,105,750
2704,MEB,MWF,860,130-220,103,810
2705,THO,MTWThF,680,1030-1120,134,630
2706,LOW,TTh,1010,330-450,220,930
2707,MGH,MWF,740,1130-1220,251,690
2708,MGH,MWF,680,1030-1120,251,630
2709,MEB,MWF,620,930-1020,246,570
2710,SAV,MWF,680,1030-1120,260,630
2711,EEB,MW,1100,500-620P,026,1020
2712,MGH,TTh,1130,500-650P,295,1020
2713,SIG,MWF,560,830-920,224,510
2714,SIG,MWF,620,930-1020,224,570
2715,AND,MWF,620,930-1020,008,570
2716,AND,MWF,680,1030-1120,010,630
2717,AND,MWF,620,930-1020,008,570
2718,AND,MWF,680,1030-1120,010,630
2719,MGH,MWF,560,830-920,251,510
2720,MEB,MWF,800,1230-120,103,750
2721,SIG,MWF,920,230-320,224,870
2722,LOW,MWF,680,1030-1120,201,630
2723,THO,MWF,740,1130-1220,325,690
2724,JHN,MWF,800,1230-120,111,750
2725,ARC,MWF,860,130-220,160,810
2726,ARC,MWF,860,130-220,160,810
2727,MEB,MWF,920,230-320,242,870
2728,MEB,MWF,740,1130-1220,242,690
2729,PDL,MWF,620,930-1020,C036,570
2730,PDL,MWF,680,1030-1120,C401,630
2731,DEM,MW,620,900-1020,012,540
2732,LOW,MWF,740,1130-1220,118,690
2733,PDL,MWF,740,1130-1220,C036,690
2734,PDL,MWF,680,1030-1120,C036,630
2735,PDL,MWF,860,130-220,C036,810
2736,PDL,MWF,860,130-220,C401,810
2737,PDL,MWF,800,1230-120,C036,750
2738,LOW,MWF,800,1230-120,105,750
2739,MEB,MWF,860,130-220,103,810
2740,MEB,F,1040,330-520,248,930
2741,PDL,MW,620,900-1020,C401,540
2742,PDL,MWF,740,1130-1220,C401,690
2743,PDL,MWF,800,1230-120,C401,750
2744,PDL,MW,950,230-350,C036,870
2745,LOW,MWF,920,230-320,216,870
2746,PDL,M,980,230-420,C401,870
2747,MUS,M,800,1230-120,216,750
2748,MUS,T,680,1030-1120,219,630
2749,MUS,T,740,1130-1220,212,690
2750,MUS,Th,800,1230-120,216,750
2751,MUS,Th,680,1030-1120,223,630
2752,MUS,Th,740,1130-1220,219,690
2753,MUS,T,680,1030-1120,114,630
2754,MUS,T,740,1130-1220,216,690
2755,MUS,Th,680,1030-1120,212,630
2756,MUS,Th,740,1130-1220,216,690
2757,MUS,MW,740,1130-1220,213,690
